systemnr,stednr,loknr,sbext,frednr,stednavn,stednavnsbetydning,anlnr,anlaegstype,anlaegsbetydning,dateringskode,datering,fra_aar,til_aar,kommunenavn,kommunenr,sevaerdighedsklasse,url,x,y
1339,060101,129,,50333,Sandvig,Uspecificeret,1,20082,Helleristning/billedsten,BXXX,Bronzealder,-1100,-501,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1339/                ,14.7889764930902,55.2819474983699
1339,060101,129,,50333,Sandvig,Uspecificeret,2,07070,Grube (uspecificeret funktion),BXXX,Bronzealder,-1100,-501,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1339/                ,14.7889764930902,55.2819474983699
1339,060101,129,,50333,Sandvig,Uspecificeret,3,07097,Ildsted,BXXX,Bronzealder,-1100,-501,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1339/                ,14.7889764930902,55.2819474983699
1339,060101,129,,50333,Sandvig,Uspecificeret,4,07210,Stenlægning/Stensamling,BXXX,Bronzealder,-1100,-501,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1339/                ,14.7889764930902,55.2819474983699
1339,060101,129,,50333,Sandvig,Uspecificeret,5,07046,Enkeltfund,AXXX,Stenalder,-3950,-1701,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1339/                ,14.7889764930902,55.2819474983699
1798,060403,78,,523616,Hallebrøndshøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1798/                ,15.126239083583,55.1240481308304
1798,060403,78,,523616,Hallebrøndshøi,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1798/                ,15.126239083583,55.1240481308304
1798,060403,78,,523616,Hallebrøndshøi,Fortidsminde/lokalt kaldenavn,2,01046,Gravgenstand,AXXX,Stenalder,-3950,-1701,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1798/                ,15.126239083583,55.1240481308304
1798,060403,78,,523616,Hallebrøndshøi,Fortidsminde/lokalt kaldenavn,2,20199,Skåltegn,OXXX,Oldtid,-3950,-501,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1798/                ,15.126239083583,55.1240481308304
1887,060404,1,,523648,Svendshøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Bornholm,400,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/1887/                ,15.1222470669943,55.1312142962556
3032,070302,5,,442377,Svanevig,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3032/                ,11.4702025165986,54.8386691677948
3039,070302,1,,442316,Lerbjerggård,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3039/                ,11.4639215592172,54.8396508571252
3040,070302,2,,442317,Lerbjerggård,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3040/                ,11.4650571132281,54.8390292776177
3041,070302,4,,442319,Lerbjerggård,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3041/                ,11.4684273088211,54.8383995586822
3044,070302,7,,442321,Svanevig,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3044/                ,11.4676795247378,54.8365696788634
3054,070302,17,,44234,Rørmarksskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3054/                ,11.4265718451838,54.8461840493369
3066,070302,29,,442329,Bandholmgaard Fredskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3066/                ,11.4846700037731,54.8253723630896
3098,070304,10,,462412,Kjelskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3098/                ,11.5544820086091,54.668317432806
3098,070304,10,,462412,Kjelskov,"Landskab, herunder vådområde",2,20012,Bautasten,OXXX,Oldtid,-1700,375,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3098/                ,11.5544820086091,54.668317432806
3105,070304,17,,46239,Studehave Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3105/                ,11.5329365365568,54.6595773075224
3132,070307,13,,462455,Bunsehave Voldsted,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,HXXX,Historisk Tid,1067,2009,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3132/                ,11.5641980985536,54.720955475528
3172,070310,26,,452410,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3172/                ,11.557465566128,54.7455077718206
3176,070310,19,,45242,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3176/                ,11.5557978506188,54.7451723909844
3177,070310,20,,45244,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3177/                ,11.5560212575153,54.7451814342255
3178,070310,21,,45243,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3178/                ,11.5560514977649,54.7450596142168
3179,070310,22,,45245,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3179/                ,11.5563171929871,54.7450936556648
3180,070310,23,,45247,Søholt Storskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3180/                ,11.5566797207709,54.7451083036994
3181,070310,24,,45248,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3181/                ,11.5568003183735,54.7452292793976
3182,070310,25,,452411,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3182/                ,11.5576347496017,54.7454060333883
3183,070310,59,,452422,Søholt Storskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3183/                ,11.5608968973147,54.7380618876119
3184,070310,27,,45249,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3184/                ,11.5565334793857,54.74529792646
3185,070310,28,,45241,Bellevue,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3185/                ,11.5558670120561,54.7453994528558
3191,070310,40,,452443,Søholt Storskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3191/                ,11.5753460507798,54.7396630769662
3194,070310,75,,452425,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3194/                ,11.5650103839721,54.7398902210527
3195,070310,60,,452424,Søholt Storskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3195/                ,11.5609481994531,54.7379048304594
3196,070310,61,,452423,Søholt Storskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3196/                ,11.5614739140241,54.7378794265505
3205,070310,86,,452437,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3205/                ,11.5673999645706,54.7392472398317
3206,070310,76,,452428,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3206/                ,11.5655900626131,54.7398277431086
3207,070310,77,,452451,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3207/                ,11.5657888982061,54.7397828099353
3208,070310,78,,452431,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3208/                ,11.5656372612888,54.7396871321632
3209,070310,79,,452432,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3209/                ,11.565787475748,54.7396227314847
3210,070310,80,,452429,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3210/                ,11.5654746934839,54.739710980401
3211,070310,81,,452430,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3211/                ,11.5652839099905,54.7396448982475
3212,070310,82,,452435,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3212/                ,11.5659371066056,54.7393746810828
3213,070310,83,,452434,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3213/                ,11.5661447103705,54.7394487665878
3214,070310,84,,452433,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3214/                ,11.5663397367303,54.7395131393816
3215,070310,85,,452436,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3215/                ,11.5667145641573,54.7392169882317
3219,070310,89,,452438,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3219/                ,11.5684756191609,54.7403517715205
3222,070310,92,,452444,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3222/                ,11.5720436543523,54.7380690996482
3223,070310,93,,452445,Storskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3223/                ,11.5747543952836,54.7377290790401
3310,070401,14,,432224,Charlottes Høi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3310/                ,11.3377155159791,54.9221945484015
3322,070401,15,,432233,Taarig Fredskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3322/                ,11.3390293639147,54.9208375277076
3323,070401,16,,432234,Taarig Fredskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3323/                ,11.339685586247,54.9210252579144
3328,070401,21,,432236,Kragenæs,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3328/                ,11.3445902189144,54.9214220444554
3370,070401,62,,432282,Baunehøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3370/                ,11.3376969329299,54.8937061350418
3396,070401,88,,432289,Birket Kirkegaard,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3396/                ,11.3317942045954,54.8907297013334
3396,070401,88,,432289,Birket Kirkegaard,"Ejendom, gård, hus",2,20120,Klokkestabel/-tårn,HXXX,Historisk Tid,1067,2009,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3396/                ,11.3317942045954,54.8907297013334
3397,070401,89,,432273,Birket Kirkegaard,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3397/                ,11.3324397402094,54.8901616880608
3413,070401,105,,432290,Ravnsborg voldsted,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,DXXX,Middelalder,1300,1535,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3413/                ,11.3612999323027,54.8963727819049
3421,070401,113,,432223,Torrig Skov,"Landskab, herunder vådområde",1,01136,Langhøj,OXXX,Oldtid,-3950,-501,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3421/                ,11.3354755209574,54.922276463409
3456,070403,11,,442110,Dyrehaven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3456/                ,11.2453236750345,54.8479049303816
3457,070403,12,,442111,Rævehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3457/                ,11.2456645238985,54.8481096857766
3510,070405,47,,42224,Maglehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3510/                ,11.2827595590685,54.9433892872013
3510,070405,47,,42224,Maglehøj,Fortidsminde/lokalt kaldenavn,2,10218,Sømærke,FXXX,Nyere tid,1661,2009,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3510/                ,11.2827595590685,54.9433892872013
3618,070405,160,,43221,Svens Høi,Fortidsminde/lokalt kaldenavn,1,01000,"Begravelse, uspec undergruppe",BXXX,Bronzealder,-1700,-501,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3618/                ,11.2648017238442,54.9117926279406
3618,070405,160,,43221,Svens Høi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3618/                ,11.2648017238442,54.9117926279406
3618,070405,160,,43221,Svens Høi,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3618/                ,11.2648017238442,54.9117926279406
3669,070502,1,,44217,Avnede Skov,"Landskab, herunder vådområde",1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3669/                ,11.1879476017574,54.8236505821393
3669,070502,1,,44217,Avnede Skov,"Landskab, herunder vådområde",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3669/                ,11.1879476017574,54.8236505821393
3669,070502,1,,44217,Avnede Skov,"Landskab, herunder vådområde",2,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3669/                ,11.1879476017574,54.8236505821393
3678,070503,2,,46211,Maulskovhusene,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3678/                ,11.1979555452193,54.7207229030699
3678,070503,2,,46211,Maulskovhusene,"Bebyggelse, havne og industrianlæg",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3678/                ,11.1979555452193,54.7207229030699
3694,070507,8,,44202,Østensminde,Uspecificeret,1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3694/                ,11.0229472040827,54.810766533907
3694,070507,8,,44202,Østensminde,Uspecificeret,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3694/                ,11.0229472040827,54.810766533907
3733,070511,41,,44224,Keldernæs,"Landskab, herunder vådområde",1,01046,Gravgenstand,AXXX,Stenalder,-2350,-1701,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3733/                ,11.4012286003601,54.8596909508903
3733,070511,41,,44224,Keldernæs,"Landskab, herunder vådområde",1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3733/                ,11.4012286003601,54.8596909508903
3733,070511,41,,44224,Keldernæs,"Landskab, herunder vådområde",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3733/                ,11.4012286003601,54.8596909508903
3759,070511,56,,432287,Ugleholt Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3759/                ,11.3593239634781,54.8723867324957
3759,070511,56,,432287,Ugleholt Skov,"Landskab, herunder vådområde",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3759/                ,11.3593239634781,54.8723867324957
3759,070511,56,,432287,Ugleholt Skov,"Landskab, herunder vådområde",2,20199,Skåltegn,BXXX,Bronzealder,-1700,-501,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3759/                ,11.3593239634781,54.8723867324957
3786,070513,13,,452013,Vindeholme Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Lolland,360,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3786/                ,11.0950945427019,54.741547385415
3837,070605,3,,452479,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3837/                ,11.5841670115392,54.7378720966121
3838,070605,4,,452472,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3838/                ,11.5842934458396,54.7379402590852
3839,070605,5,,452480,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3839/                ,11.5844121861937,54.7378451184992
3843,070605,9,,452481,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3843/                ,11.5848212919411,54.7377924524258
3844,070605,10,,452474,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3844/                ,11.5847442123116,54.7379128839304
3848,070605,14,,452483,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3848/                ,11.5854058139294,54.7378218415263
3850,070605,16,,452490,Lars Jensens Skov,"Landskab, herunder vådområde",1,01021,Brandgrav (uspecificeret type),OXXX,Oldtid,-1100,375,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3850/                ,11.5851173582095,54.7364915375464
3850,070605,16,,452490,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3850/                ,11.5851173582095,54.7364915375464
3851,070605,17,,452496,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3851/                ,11.5855218745641,54.7363249561279
3853,070605,30,,4524108,Godsted,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3853/                ,11.5865276233321,54.7350967848827
3854,070605,19,,452489,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3854/                ,11.5849097267552,54.7364295313328
3862,070605,28,,4524102,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3862/                ,11.5858722809315,54.735590604327
3866,070605,32,,4524110,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3866/                ,11.5868112068965,54.7349111143839
3868,070605,34,,4524113,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3868/                ,11.5865752556695,54.7346192153677
3871,070605,37,,4524104,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3871/                ,11.5856346697715,54.7352821526533
3874,070605,40,,4524100,Lars Jensens Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3874/                ,11.5852483875138,54.7354731576311
3878,070605,45,,4524114,Godsted,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Guldborgsund,376,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/3878/                ,11.5915887381035,54.73529755038
4719,080109,22,,35172,Munkebo,Uspecificeret,1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4719/                ,10.5485615449611,55.4633695768419
4719,080109,22,,35172,Munkebo,Uspecificeret,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4719/                ,10.5485615449611,55.4633695768419
4720,080109,23,,35173,Lindely,Uspecificeret,1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4720/                ,10.5423030021943,55.4602535377786
4720,080109,23,,35173,Lindely,Uspecificeret,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4720/                ,10.5423030021943,55.4602535377786
4721,080109,24,,35174,Munkebo,Uspecificeret,1,01092,Rundhøj,AXXX,Stenalder,-3300,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4721/                ,10.5464189832697,55.4589753348013
4721,080109,24,,35174,Munkebo,Uspecificeret,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3300,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4721/                ,10.5464189832697,55.4589753348013
4722,080109,25,,35175,Munkebo,Uspecificeret,1,01092,Rundhøj,AXXX,Stenalder,-3300,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4722/                ,10.5469359229482,55.4590258685224
4722,080109,25,,35175,Munkebo,Uspecificeret,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3300,-2801,Kerteminde,440,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/4722/                ,10.5469359229482,55.4590258685224
5009,080205,17,,381327,Buskebanke,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5009/                ,10.0450532373582,55.2426565605115
5016,080205,13,,381328,Bohøy,Fortidsminde/lokalt kaldenavn,1,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-1100,-901,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5016/                ,10.0447048026443,55.2449645913199
5016,080205,13,,381328,Bohøy,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-1700,-501,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5016/                ,10.0447048026443,55.2449645913199
5016,080205,13,,381328,Bohøy,Fortidsminde/lokalt kaldenavn,2,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-700,-501,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5016/                ,10.0447048026443,55.2449645913199
