systemnr,stednr,loknr,sbext,frednr,stednavn,stednavnsbetydning,anlnr,anlaegstype,anlaegsbetydning,dateringskode,datering,fra_aar,til_aar,kommunenavn,kommunenr,sevaerdighedsklasse,url,x,y
80783,200201,38,,370615,Gramby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/80783/               ,9.04009181809164,55.2913153106209
80785,200201,40,,370761,Gramby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/80785/               ,9.04260083680351,55.2853132796587
80800,200201,75,,37069,Endrupskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/80800/               ,8.96047772074583,55.2916619960058
80809,200201,74,,37068,Endrupskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/80809/               ,8.95913353952125,55.2924350675771
80811,200201,76,,370610,Fladhøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/80811/               ,8.96268472474878,55.2909426428507
80812,200201,77,,370611,Endrupskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/80812/               ,8.96343877491372,55.2899864020077
81314,200206,131,,370723,Nustrup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81314/               ,9.11966113822083,55.2937575159309
81329,200206,146,,370740,Skibelund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81329/               ,9.12401133588237,55.272487068147
81426,200207,18,,360819,Afd.752,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81426/               ,9.20379348837284,55.339456061828
81434,200207,11,,360812,Afd.749,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81434/               ,9.19543414110679,55.338165064312
81435,200207,12,,36089,Afd.750,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81435/               ,9.19701243727136,55.3394143437344
81436,200207,13,,360838,Afd.751,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81436/               ,9.2011855617455,55.3391282141766
81439,200207,20,,360817,Afd.752,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81439/               ,9.20295799926063,55.339509301003
81440,200207,21,,360845,Stursbøl Hegn,"Landskab, herunder vådområde",1,01092,Rundhøj,CXXX,Jernalder,-500,0,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81440/               ,9.20278456644465,55.3396317077833
81441,200207,22,,360816,Afd.751,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81441/               ,9.202483320943,55.3395170973884
81442,200207,23,,360815,Afd.751,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81442/               ,9.20216586565397,55.3394698177382
81443,200207,24,,360814,Afd.751,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81443/               ,9.20195314100994,55.3394619922331
81444,200207,25,,360813,Afd.751,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81444/               ,9.20119404302375,55.339594349059
81445,200207,26,,360820,Afd.753,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81445/               ,9.20581309282928,55.3392366555083
81536,200207,126,,360833,afd. 750,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81536/               ,9.19721142052316,55.3391634948888
81544,200207,123,,360835,Afd. 750,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81544/               ,9.19825401174112,55.3388450537766
81549,200207,127,A,36088,Afd. 750,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81549/               ,9.19679432860442,55.3394969164521
81550,200207,128,,360810,Afd. 750,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81550/               ,9.19687202091044,55.3388858374693
81551,200207,129,,360832,Afd. 750,AFD Afdeling i skove o.a.,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81551/               ,9.19685246240692,55.338629679892
81624,200208,50,,380810,Skrydstruppigens høj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-1500,-1301,Haderslev,510,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81624/               ,9.292593227084,55.2322429972565
81624,200208,50,,380810,Skrydstruppigens høj,Fortidsminde/lokalt kaldenavn,2,01092,Rundhøj,BXXX,Bronzealder,-1500,-1301,Haderslev,510,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81624/               ,9.292593227084,55.2322429972565
81624,200208,50,,380810,Skrydstruppigens høj,Fortidsminde/lokalt kaldenavn,3,01103,Jordfæstegrav,BXXX,Bronzealder,-1500,-1301,Haderslev,510,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81624/               ,9.292593227084,55.2322429972565
81624,200208,50,,380810,Skrydstruppigens høj,Fortidsminde/lokalt kaldenavn,4,01103,Jordfæstegrav,BXXX,Bronzealder,-1500,-1301,Haderslev,510,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81624/               ,9.292593227084,55.2322429972565
81624,200208,50,,380810,Skrydstruppigens høj,Fortidsminde/lokalt kaldenavn,5,01103,Jordfæstegrav,BXXX,Bronzealder,-1500,-1301,Haderslev,510,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/81624/               ,9.292593227084,55.2322429972565
83964,210104,77,,370620,Stensbæk pl. Lindet di. afd254,"Landskab, herunder vådområde",1,01092,Rundhøj,AXXX,Stenalder,-2800,-2351,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/83964/               ,8.92838912307856,55.293442708326
83964,210104,77,,370620,Stensbæk pl. Lindet di. afd254,"Landskab, herunder vådområde",1,01103,Jordfæstegrav,AXXX,Stenalder,-2800,-2351,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/83964/               ,8.92838912307856,55.293442708326
83964,210104,77,,370620,Stensbæk pl. Lindet di. afd254,"Landskab, herunder vådområde",2,01046,Gravgenstand,CYVX,Vikingetid,750,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/83964/               ,8.92838912307856,55.293442708326
83965,210104,78,,370621,Stensbæk pl. Lindet di. afd254,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/83965/               ,8.92880891053266,55.2929426138648
83966,210104,79,,370622,Stensbæk pl. Lindet di. afd254,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Haderslev,510,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/83966/               ,8.93037901243298,55.2912873110463
84016,210107,15,,390514,Tørvehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84016/               ,8.78071782149227,55.1652447107989
84016,210107,15,,390514,Tørvehøj,Fortidsminde/lokalt kaldenavn,2,07030,Bygning,FXXX,Nyere tid,1661,2009,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84016/               ,8.78071782149227,55.1652447107989
84026,210107,25,,390518,Gassehøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84026/               ,8.80153408204643,55.1607739701461
84028,210107,27,,390519,Gassehøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84028/               ,8.80230591029375,55.1609167566925
84029,210107,28,,390520,Gassehøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84029/               ,8.80257428273306,55.1606352944023
84030,210107,29,,390521,Gassehøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84030/               ,8.80258754866605,55.1601738744233
84030,210107,29,,390521,Gassehøje,Fortidsminde/lokalt kaldenavn,2,07046,Enkeltfund,CXXX,Jernalder,-500,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84030/               ,8.80258754866605,55.1601738744233
84030,210107,29,,390521,Gassehøje,Fortidsminde/lokalt kaldenavn,3,26189,Skanse,FXXX,Nyere tid,1940,1945,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84030/               ,8.80258754866605,55.1601738744233
84042,210107,41,,39059,Ullerup Ullemølle,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84042/               ,8.78209555109287,55.1689334979098
84042,210107,41,,39059,Ullerup Ullemølle,"Bebyggelse, havne og industrianlæg",2,26443,Beskyttelsesanlæg,FXXX,Nyere tid,1661,2009,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84042/               ,8.78209555109287,55.1689334979098
84422,210302,4,,400511,Steneng,Uspecificeret,1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84422/               ,8.77854176764634,55.0899678615267
84422,210302,4,,400511,Steneng,Uspecificeret,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84422/               ,8.77854176764634,55.0899678615267
84422,210302,4,,400511,Steneng,Uspecificeret,2,13171,Dyrkningsspor,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84422/               ,8.77854176764634,55.0899678615267
84441,210302,23,,400510,Artikel 6,"Ejendom, gård, hus",1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84441/               ,8.77860715134008,55.0901007980479
84441,210302,23,,400510,Artikel 6,"Ejendom, gård, hus",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84441/               ,8.77860715134008,55.0901007980479
84441,210302,23,,400510,Artikel 6,"Ejendom, gård, hus",2,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84441/               ,8.77860715134008,55.0901007980479
84441,210302,23,,400510,Artikel 6,"Ejendom, gård, hus",3,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84441/               ,8.77860715134008,55.0901007980479
84637,210307,65,,400614,Løgumgaard,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84637/               ,8.92208098186332,55.0890459380933
84646,210307,63,,400618,Vongshøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84646/               ,8.92154698506447,55.0880318516619
84646,210307,63,,400618,Vongshøj,Fortidsminde/lokalt kaldenavn,2,26244,Varslingsstation,FXXX,Nyere tid,1661,2009,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84646/               ,8.92154698506447,55.0880318516619
84647,210307,64,,400615,Løgumgaard,"Ejendom, gård, hus",1,01046,Gravgenstand,BXXX,Bronzealder,-1300,-1101,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84647/               ,8.92161377646117,55.0888073218808
84647,210307,64,,400615,Løgumgaard,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84647/               ,8.92161377646117,55.0888073218808
84649,210307,66,,400613,Løgumgaard,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84649/               ,8.92219666092354,55.0892534281291
84650,210307,67,,400617,Løgumgaard,"Ejendom, gård, hus",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Tønder,550,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84650/               ,8.92251953642928,55.0886284450958
84878,210502,4,,42056,Gallehus,"Bebyggelse, havne og industrianlæg",1,07037,Depotfund,CXXX,Jernalder,375,749,Tønder,550,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84878/               ,8.81246299001682,54.9587485155774
84878,210502,4,,42056,Gallehus,"Bebyggelse, havne og industrianlæg",2,22155,Mindesmærke,FXXX,Nyere tid,1661,2009,Tønder,550,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/84878/               ,8.81246299001682,54.9587485155774
85886,220204,36,,41089,Fladhøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/85886/               ,9.32040784946047,55.0603658092958
85886,220204,36,,41089,Fladhøj,Fortidsminde/lokalt kaldenavn,2,13430,Staldbygning,FXXX,Nyere tid,1661,2009,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/85886/               ,9.32040784946047,55.0603658092958
85941,220204,90,,41085,Stal'høj,Fortidsminde/lokalt kaldenavn,1,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-1100,-501,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/85941/               ,9.29369562223747,55.0627028540305
85941,220204,90,,41085,Stal'høj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/85941/               ,9.29369562223747,55.0627028540305
85941,220204,90,,41085,Stal'høj,Fortidsminde/lokalt kaldenavn,2,01021,Brandgrav (uspecificeret type),OXXX,Oldtid,-1100,375,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/85941/               ,9.29369562223747,55.0627028540305
85971,220204,120,,400829,Lunderup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/85971/               ,9.32147572958081,55.0658708345865
86124,220303,4,,400823,Hellevad,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86124/               ,9.22970137188096,55.0884360665544
86227,220304,39,,390850,Rubjerg,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86227/               ,9.31801394423983,55.13602560381
86228,220304,40,,390849,Stenbjerg,Fortidsminde/lokalt kaldenavn,1,01021,Brandgrav (uspecificeret type),OXXX,Oldtid,-1100,375,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86228/               ,9.31794974473605,55.1368094636095
86228,220304,40,,390849,Stenbjerg,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86228/               ,9.31794974473605,55.1368094636095
86228,220304,40,,390849,Stenbjerg,Fortidsminde/lokalt kaldenavn,2,26000,"Militærvæsen, uspec undergruppe",FXXX,Nyere tid,1661,2009,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86228/               ,9.31794974473605,55.1368094636095
86260,220304,67,,400812,Rubjerg,"Landskab, herunder vådområde",1,01046,Gravgenstand,BXXX,Bronzealder,-1700,-501,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86260/               ,9.32030964041559,55.1137175216549
86260,220304,67,,400812,Rubjerg,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86260/               ,9.32030964041559,55.1137175216549
86260,220304,67,,400812,Rubjerg,"Landskab, herunder vådområde",2,07046,Enkeltfund,AXXX,Stenalder,-3950,-2801,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86260/               ,9.32030964041559,55.1137175216549
86282,220304,88,,390953,Hovslund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86282/               ,9.34902933230546,55.140724364917
86283,220304,89,,390935,Strengelshøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86283/               ,9.34885978191397,55.1404331908934
86283,220304,89,,390935,Strengelshøj,Fortidsminde/lokalt kaldenavn,2,20012,Bautasten,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86283/               ,9.34885978191397,55.1404331908934
86283,220304,89,,390935,Strengelshøj,Fortidsminde/lokalt kaldenavn,3,20104,Sagnsten,FXXX,Nyere tid,1661,2009,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86283/               ,9.34885978191397,55.1404331908934
86405,220304,220,,390933,Brunbjerg,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Aabenraa,580,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86405/               ,9.34898653597565,55.1496200246595
86427,230101,9,,411259,Troldhøj,Fortidsminde/lokalt kaldenavn,1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86427/               ,9.89098164221249,55.0163524892399
86427,230101,9,,411259,Troldhøj,Fortidsminde/lokalt kaldenavn,1,01405,Dysse,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86427/               ,9.89098164221249,55.0163524892399
86427,230101,9,,411259,Troldhøj,Fortidsminde/lokalt kaldenavn,2,01213,Stensætning,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86427/               ,9.89098164221249,55.0163524892399
86427,230101,9,,411259,Troldhøj,Fortidsminde/lokalt kaldenavn,3,01046,Gravgenstand,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86427/               ,9.89098164221249,55.0163524892399
86430,230101,1,,411284,Hellehøj,Fortidsminde/lokalt kaldenavn,1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86430/               ,9.92558515980044,55.0081310816815
86430,230101,1,,411284,Hellehøj,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86430/               ,9.92558515980044,55.0081310816815
86430,230101,1,,411284,Hellehøj,Fortidsminde/lokalt kaldenavn,2,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86430/               ,9.92558515980044,55.0081310816815
86430,230101,1,,411284,Hellehøj,Fortidsminde/lokalt kaldenavn,3,01046,Gravgenstand,AXXX,Stenalder,-2800,-2351,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86430/               ,9.92558515980044,55.0081310816815
86430,230101,1,,411284,Hellehøj,Fortidsminde/lokalt kaldenavn,4,01046,Gravgenstand,AXXX,Stenalder,-2350,-1701,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86430/               ,9.92558515980044,55.0081310816815
86432,230101,3,,411292,Gammel Østerholm,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,HXXX,Historisk Tid,1067,2009,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86432/               ,9.91081436142583,55.0132757773699
86432,230101,3,,411292,Gammel Østerholm,Fortidsminde/lokalt kaldenavn,2,10247,Vejdæmning,HXXX,Historisk Tid,1067,2009,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86432/               ,9.91081436142583,55.0132757773699
86432,230101,3,,411292,Gammel Østerholm,Fortidsminde/lokalt kaldenavn,3,03030,Bygning,HXXX,Historisk Tid,1067,2009,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86432/               ,9.91081436142583,55.0132757773699
86432,230101,3,,411292,Gammel Østerholm,Fortidsminde/lokalt kaldenavn,4,26525,Voldgrav,HXXX,Historisk Tid,1067,2009,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86432/               ,9.91081436142583,55.0132757773699
86433,230101,4,,411268,Nørreskov,"Landskab, herunder vådområde",1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86433/               ,9.90973104643543,55.0123347862342
86433,230101,4,,411268,Nørreskov,"Landskab, herunder vådområde",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86433/               ,9.90973104643543,55.0123347862342
86434,230101,5,,411266,Nørreskov,"Landskab, herunder vådområde",1,01046,Gravgenstand,BXXX,Bronzealder,-1700,-1101,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86434/               ,9.90575396943463,55.0115585192123
86434,230101,5,,411266,Nørreskov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-5400,-501,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86434/               ,9.90575396943463,55.0115585192123
86436,230101,7,,411260,Nørreskov,"Landskab, herunder vådområde",1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86436/               ,9.89480700433345,55.0161793597348
86436,230101,7,,411260,Nørreskov,"Landskab, herunder vådområde",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86436/               ,9.89480700433345,55.0161793597348
86436,230101,7,,411260,Nørreskov,"Landskab, herunder vådområde",2,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86436/               ,9.89480700433345,55.0161793597348
86436,230101,7,,411260,Nørreskov,"Landskab, herunder vådområde",2,20199,Skåltegn,OXXX,Oldtid,-5400,-501,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86436/               ,9.89480700433345,55.0161793597348
86437,230101,8,,411257,Nørreskov,"Landskab, herunder vådområde",1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86437/               ,9.89163323964358,55.0174684416459
86437,230101,8,,411257,Nørreskov,"Landskab, herunder vådområde",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86437/               ,9.89163323964358,55.0174684416459
86437,230101,8,,411257,Nørreskov,"Landskab, herunder vådområde",2,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86437/               ,9.89163323964358,55.0174684416459
86438,230101,20,,411242,Baronens Høj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86438/               ,9.87794682228756,55.0260614177932
86438,230101,20,,411242,Baronens Høj,Fortidsminde/lokalt kaldenavn,1,01103,Jordfæstegrav,AXXX,Stenalder,-2350,-1701,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86438/               ,9.87794682228756,55.0260614177932
86438,230101,20,,411242,Baronens Høj,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86438/               ,9.87794682228756,55.0260614177932
86438,230101,20,,411242,Baronens Høj,Fortidsminde/lokalt kaldenavn,2,03514,Lystanlæg,FXXX,Nyere tid,1661,2009,Sønderborg,540,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/86438/               ,9.87794682228756,55.0260614177932
